context_id,role,pred,gold
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者,['5名被困工人'],"['施工人员', '被困工人']"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-地点,['由中铁十九局承建的青岛地铁1号线胜利桥站施工围挡处'],"['青岛地铁1号线胜利桥站施工围挡处', '地铁4号线沙子口静沙区间施工段']"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者年龄,[],[]
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-受伤人数,[],[]
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-坍塌主体,['百色一酒吧'],['百色一酒吧']
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-死亡人数,['4死'],['4死']
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-受伤人数,['87'],['87伤']
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-时间,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-坍塌主体,['跨桥'],['跨桥']
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-受伤人数,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-时间,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-死亡人数,[],[]
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-时间,['今天（10月14日）上午8点20分'],['今天（10月14日）上午8点20分']
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-坍塌主体,['城中片区办公楼（原县二轻局办公楼）楼道及卫生间'],['城中片区办公楼（原县二轻局办公楼）楼道及卫生间']
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-死亡人数,[],[]
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-受伤人数,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-坍塌主体,['四川一煤矿顶板'],['四川一煤矿顶板']
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-死亡人数,['3'],['3']
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-时间,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-受伤人数,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款金额,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-时间,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款对象,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-执法机构,[],[]
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-解约方,['莫里斯'],['莫里斯']
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-被解约方,['经纪人'],['经纪人']
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-时间,[],[]
5934464a705167ff1aabb5ebddff2435,组织关系-解约-解约方,['彭昱畅'],['彭昱畅']
5934464a705167ff1aabb5ebddff2435,组织关系-解约-被解约方,['片方'],['片方']
5934464a705167ff1aabb5ebddff2435,组织关系-解约-时间,[],[]
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-解约方,['赖冠霖'],['赖冠霖']
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-被解约方,[],[]
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-时间,[],[]
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-解约方,['刘雯'],['刘雯']
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-被解约方,[],[]
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-时间,[],[]
72d9543da081221ee04074ef39108e67,产品行为-召回-召回方,['保时捷（中国）汽车销售有限公司'],['保时捷（中国）汽车销售有限公司']
72d9543da081221ee04074ef39108e67,产品行为-召回-时间,['2019年8月26日'],['2019年8月26日']
72d9543da081221ee04074ef39108e67,产品行为-召回-召回内容,['部分进口ca##ye##nne、pan##ame##ra系列汽车，共计57##200辆'],['部分进口ca##ye##nne、pan##ame##ra系列汽车']
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回方,['一汽-大众汽车有限公司'],['一汽-大众汽车有限公司']
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回内容,['部分奥迪q3(参数|询价)车型'],['部分奥迪q3(参数|询价)车型']
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-时间,['即日起'],[]
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-时间,['即日起'],['即日起']
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回方,['天津一汽丰田汽车有限公司'],['天津一汽丰田汽车有限公司']
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回内容,['2015年1月22日至2019年1月23日期间生产的部分皇冠汽车，共计130##37##5辆'],['2015年1月22日至2019年1月23日期间生产的部分皇冠汽车，共计130##37##5辆']
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回方,['宝马(中国)汽车贸易有限公司'],['宝马(中国)汽车贸易有限公司']
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回内容,['2018年11月21日至2019年3月8日期间生产的部分进口x7汽车，共计209辆'],['2018年11月21日至2019年3月8日期间生产的部分进口x7汽车，共计209辆。']
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-时间,['即日起'],['即日起']
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回方,['长城汽车(023##33)'],['长城汽车(023##33)']
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回内容,['626##55辆哈弗h2##s汽车'],['626##55辆哈弗h2##s汽车']
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-时间,[],[]
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回方,['宝马'],['宝马']
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回内容,['83万辆车'],['83万辆车']
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-时间,[],[]
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回方,['奔驰'],['奔驰']
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回内容,[],['汽车']
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-时间,[],[]
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-时间,[],['2019年7月12日']
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回方,['上海施耐德低压终端电器有限公司'],[]
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回内容,['部分剩余电流保护装置'],[]
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回方,['奔驰'],['奔驰']
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回内容,['60万问题车辆'],['60万问题车辆']
797df2caf0a7b2e53bdc631250647045,产品行为-召回-时间,[],[]
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回方,['美国快餐行业巨头塔可钟（ta##cobellco##rp.）'],['美国快餐行业巨头塔可钟（ta##cobellco##rp.）']
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回内容,['230万磅的碎牛肉'],['230万磅的碎牛肉']
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-时间,[],[]
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回内容,['部分国产奥迪q3'],['部分国产奥迪q3']
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回方,[],[]
f5581c551e615528a3cbc8140d34f073,产品行为-召回-时间,[],[]
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回方,['上海乐扣乐扣贸易有限公司'],['上海乐扣乐扣贸易有限公司']
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回内容,['捣碎器116##2件'],['捣碎器']
8e0111dde773d4042604509a9cea2b03,产品行为-召回-时间,[],[]
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回方,['奥迪'],['奥迪']
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回内容,['北美地区部分e-t##ronsuv车型'],['北美地区部分e-t##ronsuv车型']
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-时间,[],[]
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回方,['加拿大'],['加拿大']
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回内容,['原产于中国的童装'],['原产于中国的童装']
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-时间,[],[]
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回内容,['蔚来es##8'],['蔚来es##8']
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回方,['蔚来'],[]
c51d930f9aa449f0651271791a7e8327,产品行为-召回-时间,[],[]
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回方,['长城汽车股份有限公司（简称[UNK]长城汽车[UNK]）'],['长城汽车股份有限公司（简称[UNK]长城汽车[UNK]）']
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回内容,['2016年11月4日至2017年10月11日期间生产的哈弗h2##s汽车，共计626##55辆'],['2016年11月4日至2017年10月11日期间生产的哈弗h2##s汽车，共计626##55辆']
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-时间,['自2019年12月15日'],[]
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-时间,['即日起'],['自即日起']
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回方,['陕西汽车集团有限责任公司'],['陕西汽车集团有限责任公司']
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回内容,['2016年3月3日至2016年8月30日生产的部分m3##000、x3##000牵引车，共计87辆'],['2016年3月3日至2016年8月30日生产的部分m3##000、x3##000牵引车，共计87辆。']
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回方,['南京金龙客车制造有限公司'],['南京金龙客车制造有限公司']
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回内容,['2014年12月1日至2015年12月2日生产的部分n##j##l##61##18型纯电动城市客车，共计25辆'],['2014年12月1日至2015年12月2日生产的部分n##j##l##61##18型纯电动城市客车，共计25辆']
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-时间,['即日起'],['即日起']
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回方,['apple'],['apple官方']
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回内容,['2015年款的15吋macbookpro'],['2015年款的15吋macbookpro']
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-时间,[],[]
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回内容,['缺陷车辆275.96万台'],['缺陷车辆275.96万台']
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回方,['国家质检总局'],[]
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-时间,['2019年上半年'],[]
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回方,['丰田汽车（中国）投资有限公司'],['丰田汽车（中国）投资有限公司']
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回内容,['2005年5月23日至2010年1月19日期间生产的部分进口雷克萨斯sc##43##0汽车，共计357辆'],['2005年5月23日至2010年1月19日期间生产的部分进口雷克萨斯sc##43##0汽车，共计357辆']
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-时间,['2019年10月11日起'],['2019年10月11日']
5e05026513a62f66bd5dd2d254163859,产品行为-召回-时间,['7月30日'],['自7月30日起']
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回方,['上海乐扣乐扣贸易有限公司'],['上海乐扣乐扣贸易有限公司']
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回内容,['2017年4月至2017年5月期间制造的ck##s##30##1型捣碎器，涉及数量为116##2件。'],['2017年4月至2017年5月期间制造的ck##s##30##1型捣碎器，涉及数量为116##2件。']
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回方,[],['苹果']
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回内容,['苹果macbook部分型号'],['苹果macbook部分型号']
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-时间,[],[]
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回内容,[],['江铃汽车新车']
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回方,['江铃汽车'],[]
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-时间,[],[]
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-时间,['今年10月底'],['今年10月底']
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回方,[],['奔驰']
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回内容,['近30万辆e级'],['30万辆e级']
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回方,['雷克萨斯'],['雷克萨斯']
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回内容,['1.4万辆is/is-c汽车'],['1.4万辆is/is-c汽车']
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-时间,[],[]
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回方,['苹果'],['苹果']
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回内容,['43.2万部mb##p'],['43.2万部mb##p']
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-时间,[],[]
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回方,['保时捷'],['保时捷']
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回内容,['部分进口911、博斯特、凯曼、帕那美拉系列汽车'],['进口911、博斯特、凯曼、帕那美拉系列汽车']
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-时间,[],[]
ba28449591bc115c183428499f240ace,产品行为-召回-召回内容,['召回部分es##8'],['部分es##8']
ba28449591bc115c183428499f240ace,产品行为-召回-召回方,['蔚来汽车'],['蔚来汽车']
ba28449591bc115c183428499f240ace,产品行为-召回-时间,[],[]
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回方,['苹果'],['苹果']
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回内容,['部分2015款macbookpro'],['部分2015款macbookpro']
499013d1c66acf59cd0366712d6c9578,产品行为-召回-时间,[],[]
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回方,['上汽大众汽车有限公司'],['上汽大众汽车有限公司']
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-时间,[],['2019年10月31日']
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回内容,['2018年9月12日至2019年3月22日期间生产的部分国产帕萨特汽车，共计293辆'],['2018年9月12日至2019年3月22日期间生产的部分国产帕萨特汽车，共计293辆']
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回方,['蔚来'],['蔚来']
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回内容,['超4千辆es##8'],['4千辆es##8']
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-时间,[],[]
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回方,['北京奔驰'],['北京奔驰']
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回内容,['[UNK]减震器门[UNK]缺陷汽车'],['[UNK]减震器门[UNK]缺陷汽车']
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-时间,[],[]
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回内容,['这种畅销多国的瘦脸针'],['这种畅销多国的瘦脸针']
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回方,[],[]
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-时间,[],[]
001c19e84e08162612d3bef94819263e,产品行为-召回-召回方,['蔚来汽车'],['蔚来汽车']
001c19e84e08162612d3bef94819263e,产品行为-召回-召回内容,['4800多辆的es##8新能源汽车'],['召回4800多辆的es##8新能源汽车']
001c19e84e08162612d3bef94819263e,产品行为-召回-时间,[],[]
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈对象,['湘西女教师'],['湘西女教师']
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-时间,[],[]
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈发起方,[],[]
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-时间,['7月1日'],['7月1日']
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈发起方,['省大气办'],['省大气办']
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈对象,['上述4县（区）政府主要负责人'],['上述4县（区）政府主要负责人']
c054494f29119a2991178ccf375a438a,司法行为-约谈-时间,['9月3日'],['9月3日']
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈发起方,['工业和信息化部网络安全管理局'],['工业和信息化部网络安全管理局']
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈对象,['北京陌陌科技有限公司相关负责人'],['北京陌陌科技有限公司相关负责人']
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈发起方,['工信部'],['工信部']
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈对象,['陌陌'],['陌陌']
07b047997e648fc7ddc4148d42756271,司法行为-约谈-时间,[],[]
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈发起方,['郴州公安交警'],['郴州公安交警']
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈对象,['网约车公司负责人'],['网约车公司负责人']
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-时间,[],[]
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈发起方,['国务院安委会办公室'],['国务院安委会办公室']
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈对象,['河南三门峡市人民政府'],['河南三门峡市人民政府']
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-时间,[],[]
